time,intensity_rate,structure_rate,coupled_rate,heterogeneity,localization,roughness,sign_mixing,temporal_deformation
6.800000000000000711e+00,5.648793181314231160e-32,0.000000000000000000e+00,5.148071906576165938e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.825000000000000178e+00,4.132436668368573197e-32,0.000000000000000000e+00,4.595555983309474127e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.850000000000000533e+00,4.468557415186518954e-32,0.000000000000000000e+00,4.383279665659919865e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.875000000000000000e+00,4.463567163898067806e-32,0.000000000000000000e+00,4.522210576272419545e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000000355e+00,4.693150562107033469e-32,0.000000000000000000e+00,4.592774972495328487e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.925000000000000711e+00,4.521231601869180301e-32,0.000000000000000000e+00,4.567380232142055516e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.950000000000000178e+00,4.533907162722834014e-32,0.000000000000000000e+00,4.748075484669637196e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.975000000000000533e+00,5.403256011363701003e-32,0.000000000000000000e+00,5.244179426445310047e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,5.636298520331006904e-32,0.000000000000000000e+00,5.311466237033336092e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.025000000000000355e+00,4.570011896107600547e-32,0.000000000000000000e+00,4.954701871003613178e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.050000000000000711e+00,5.042485171468244713e-32,0.000000000000000000e+00,4.585080467918763401e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.075000000000000178e+00,3.685339632630994283e-32,0.000000000000000000e+00,3.998926687875056201e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000000533e+00,3.582542314769992073e-32,0.000000000000000000e+00,3.812388322604352703e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.125000000000000000e+00,4.399129028246431836e-32,0.000000000000000000e+00,4.341196984853109439e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.150000000000000355e+00,4.983987568149631822e-32,0.000000000000000000e+00,4.704348208106725405e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.175000000000000711e+00,4.450288667881206138e-32,0.000000000000000000e+00,4.619090802114690327e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.200000000000000178e+00,4.591798304546729797e-32,0.000000000000000000e+00,4.352059581530736790e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.225000000000000533e+00,3.774353049148281975e-32,0.000000000000000000e+00,4.092212582726333350e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
